,image_id,grade,pos_x,pos_y,width,height
3368,80041.jpg,A,2,3,747,717
3606,71549.jpg,A,4,3,900,717
22197,73159.jpg,A,359,48,565,405
10082,42378.jpg,C,434,288,274,222
32288,09370.jpg,A,267,88,410,369
6094,31680.jpg,A,271,196,567,487
39079,67917.jpg,A,295,164,535,544
10837,08246.jpg,A,436,262,315,238
12397,11657.jpg,A,104,208,411,344
23325,60495.jpg,C,308,46,446,358
2871,97696.jpg,B,58,328,356,370
30976,04348.jpg,A,422,3,267,285
20497,08815.jpg,B,453,109,492,352
1963,66946.jpg,A,161,145,510,466
28213,96706.jpg,C,239,137,547,423
41260,79736.jpg,A,472,357,264,207
40586,63378.jpg,A,480,144,303,252
36224,13788.jpg,B,488,259,276,283
13357,00835.jpg,A,41,88,442,401
26110,10561.jpg,A,390,188,357,275
44666,51666.jpg,A,499,231,319,276
12518,59277.jpg,A,154,244,422,345
44898,11574.jpg,A,514,184,313,252
31243,17506.jpg,B,459,204,255,200
25195,09240.jpg,A,695,169,429,440
26745,46691.jpg,A,345,86,436,352
21182,81533.jpg,A,427,24,438,368
38722,59044.jpg,A,417,219,331,263
23375,93904.jpg,A,315,88,393,357
18375,07313.jpg,A,496,20,426,343
26297,27929.jpg,B,433,248,330,261
7617,13570.jpg,A,475,261,332,261
5007,38485.jpg,A,10,4,572,703
15943,34685.jpg,A,559,123,435,400
29578,45606.jpg,A,308,305,364,305
35934,58329.jpg,A,203,26,781,694
35993,26647.jpg,A,98,52,780,582
34593,15573.jpg,A,311,29,654,664
43895,40044.jpg,B,474,453,262,229
6676,09152.jpg,A,193,259,527,451
7384,91611.jpg,C,268,34,727,686
42149,65756.jpg,A,469,134,342,303
16437,99043.jpg,A,642,201,422,472
1107,05416.jpg,B,221,36,495,571
16039,40955.jpg,A,490,22,427,449
15941,87332.jpg,C,660,229,439,467
10122,35162.jpg,A,403,373,310,245
38576,32474.jpg,B,408,73,365,285
28572,25947.jpg,C,337,259,380,359
168,54423.jpg,A,318,137,465,493
15976,39770.jpg,A,553,178,433,469
17940,65870.jpg,B,505,68,479,524
15817,19759.jpg,A,369,2,421,527
36719,85315.jpg,A,547,322,300,239
16695,74324.jpg,A,595,155,482,447
27534,79468.jpg,A,355,343,464,355
28435,06925.jpg,B,267,79,466,343
34863,78032.jpg,A,287,69,730,612
18593,49768.jpg,A,498,95,371,364
8645,96599.jpg,A,436,329,306,250
6526,61470.jpg,A,335,52,526,467
39647,11903.jpg,A,315,168,467,538
42496,54538.jpg,C,486,398,256,240
30066,49821.jpg,C,399,302,375,260
13129,03494.jpg,B,25,51,435,386
9661,88611.jpg,C,417,366,252,227
5338,74211.jpg,A,9,12,680,652
9588,80355.jpg,A,415,286,302,212
9544,44174.jpg,A,452,127,281,229
17236,16922.jpg,A,395,15,412,474
41114,57489.jpg,A,454,101,287,229
16568,19058.jpg,A,585,144,424,501
153,66458.jpg,A,210,115,494,530
14971,83800.jpg,A,72,155,484,425
44283,69009.jpg,B,427,417,318,251
16274,19882.jpg,B,369,24,513,555
10119,71975.jpg,A,474,39,249,217
28899,70667.jpg,C,229,175,438,359
44563,70547.jpg,A,459,229,344,272
13499,16694.jpg,A,51,39,464,391
33984,99895.jpg,A,369,329,361,262
34766,13037.jpg,C,214,3,715,713
16912,38775.jpg,A,675,244,498,370
9866,31421.jpg,A,433,296,258,212
27448,97592.jpg,B,254,62,544,389
43548,34833.jpg,A,448,419,424,275
35541,38475.jpg,A,212,92,636,605
33748,45475.jpg,B,397,175,285,268
12688,66198.jpg,C,185,256,318,302
37588,29779.jpg,B,577,142,296,340
19722,52244.jpg,C,535,110,388,322
32125,18061.jpg,B,342,282,332,341
23876,29326.jpg,B,611,189,357,306
42220,42633.jpg,B,489,257,272,251
33265,80609.jpg,A,358,400,246,257
691,23853.jpg,A,215,127,511,457
40775,89977.jpg,A,516,228,271,230
9829,09890.jpg,C,382,425,305,217
11586,72712.jpg,A,367,206,331,250
36879,98429.jpg,B,531,69,338,227
3922,04973.jpg,A,8,0,795,720
35927,51625.jpg,A,121,58,828,590
3820,49202.jpg,A,2,1,853,712
38923,65457.jpg,A,413,446,334,250
10610,16280.jpg,A,428,285,332,268
5405,91108.jpg,A,9,12,705,672
19586,24662.jpg,B,391,232,509,426
43827,83479.jpg,A,409,330,320,259
7472,92959.jpg,C,320,19,621,640
43842,72416.jpg,B,473,334,299,284
11840,56834.jpg,B,134,348,402,292
367,08968.jpg,A,217,59,536,624
22951,94677.jpg,A,224,56,477,362
22717,70802.jpg,A,273,140,438,328
15561,74784.jpg,C,424,134,596,565
33785,86477.jpg,A,356,217,348,287
44058,38816.jpg,A,379,101,429,289
30835,16023.jpg,A,605,22,400,285
19923,44693.jpg,A,518,340,391,362
33000,41973.jpg,A,395,279,261,235
20774,82417.jpg,A,516,175,382,315
16457,67725.jpg,C,401,32,407,455
16840,11326.jpg,B,481,57,549,546
101,08731.jpg,B,238,169,494,502
35346,72941.jpg,A,188,82,736,598
34014,85927.jpg,A,397,203,287,308
28018,62981.jpg,A,373,161,423,372
18408,02956.jpg,A,455,156,488,364
18393,41578.jpg,B,486,150,430,359
34860,05167.jpg,A,219,66,783,654
44640,30663.jpg,A,509,208,323,271
30270,48645.jpg,C,272,425,452,289
44508,64171.jpg,A,472,187,348,319
32742,33789.jpg,A,403,423,254,288
23461,69845.jpg,A,221,109,509,363
27531,34380.jpg,A,353,248,479,362
6236,69165.jpg,A,390,126,472,562
34897,06752.jpg,C,243,27,745,693
32730,56082.jpg,A,369,247,263,272
11150,79006.jpg,A,375,258,323,287
22909,66523.jpg,A,306,76,478,366
25822,16714.jpg,A,363,92,378,325
13149,37372.jpg,A,38,144,412,392
36436,65482.jpg,A,492,127,384,316
91,75175.jpg,A,265,146,495,492
4005,82363.jpg,B,0,4,889,716
29823,42012.jpg,A,228,214,423,328
37026,97553.jpg,B,522,87,381,281
41147,15960.jpg,A,456,212,288,202
41003,51447.jpg,A,450,213,217,277
30734,54914.jpg,B,539,89,367,295
1565,65642.jpg,B,250,44,525,616
9942,55023.jpg,A,449,292,286,258
16339,59646.jpg,B,552,170,523,504
5404,43784.jpg,B,3,6,675,714
2329,71998.jpg,A,277,102,449,577
3552,55570.jpg,A,65,6,863,714
3047,90039.jpg,A,5,7,797,713
34143,26546.jpg,A,186,29,771,606
25527,73616.jpg,B,465,133,428,440
39650,58041.jpg,A,337,103,453,517
26899,42600.jpg,A,251,66,512,389
34398,26983.jpg,B,142,31,854,653
3770,94992.jpg,B,8,12,810,708
14325,73184.jpg,A,35,180,509,410
10401,29509.jpg,A,414,418,282,242
11567,34130.jpg,B,433,195,284,309
9539,65469.jpg,A,466,203,271,224
29559,86592.jpg,A,327,128,410,365
36769,99231.jpg,A,540,17,357,287
38451,14408.jpg,A,415,180,370,274
11541,54382.jpg,C,384,166,334,307
34401,08307.jpg,B,180,55,800,621
11900,67203.jpg,A,173,257,363,290
15333,43399.jpg,A,354,74,570,570
2106,12569.jpg,A,170,92,466,509
19954,41265.jpg,B,501,81,444,374
2274,44587.jpg,B,186,22,613,575
8990,03498.jpg,A,348,377,333,249
31871,34081.jpg,A,271,295,398,374
29103,17424.jpg,A,253,165,463,391
12208,58478.jpg,A,137,202,409,302
29323,72837.jpg,C,244,126,460,344
31929,18100.jpg,B,338,0,363,349
27513,66527.jpg,A,256,67,542,432
36894,69536.jpg,B,565,96,304,261
16332,74684.jpg,A,545,108,499,529
40151,17519.jpg,A,288,325,479,362
16578,06769.jpg,A,469,39,490,456
23859,20050.jpg,B,624,179,351,353
34768,95869.jpg,B,80,8,785,703
25233,40722.jpg,B,404,164,446,385
7905,96739.jpg,A,481,322,361,293
3646,47094.jpg,C,1,11,911,709
37296,12396.jpg,A,605,155,264,269
43829,67503.jpg,A,398,222,395,319
19490,93615.jpg,A,517,121,443,342
41908,51462.jpg,B,489,244,278,274
22434,69930.jpg,A,224,124,479,357
39454,82337.jpg,A,254,165,562,464
2916,85752.jpg,A,109,48,542,566
1819,78352.jpg,B,260,25,622,545
9377,72069.jpg,A,390,388,301,247
9698,40038.jpg,A,436,345,284,243
13308,79312.jpg,A,29,184,424,412
35870,03393.jpg,A,156,0,746,711
30037,54001.jpg,A,383,252,433,270
14431,64170.jpg,C,0,137,532,463
12537,62744.jpg,B,106,331,480,285
39407,52635.jpg,A,185,48,574,534
2525,27630.jpg,C,40,316,334,342
13822,05275.jpg,B,31,27,496,364
17763,53353.jpg,A,482,97,546,533
7165,46278.jpg,A,521,10,499,670
19851,94667.jpg,B,524,204,447,338
20429,94662.jpg,A,516,111,420,388
39992,04246.jpg,A,209,107,625,517
25975,93585.jpg,C,440,280,339,253
16395,01592.jpg,A,438,55,425,520
18403,55124.jpg,A,498,116,399,371
33297,21399.jpg,A,414,395,258,244
2092,94541.jpg,A,159,84,439,558
22716,79375.jpg,A,241,134,444,338
25253,48499.jpg,C,356,126,374,448
37083,43542.jpg,A,538,179,353,289
7468,59361.jpg,A,321,21,729,637
18320,75164.jpg,B,538,216,373,411
15754,23374.jpg,A,508,121,439,409
6081,74985.jpg,A,308,139,464,546
4223,89607.jpg,B,70,9,768,711
12179,58283.jpg,B,134,237,356,335
12661,43241.jpg,A,127,366,378,290
30942,39933.jpg,A,569,98,438,261
22969,85077.jpg,C,350,87,345,290
34287,11180.jpg,C,177,2,865,672
19684,55872.jpg,A,528,118,387,355
1666,22764.jpg,A,244,11,523,592
35686,82980.jpg,A,256,45,647,661
10246,04343.jpg,A,406,196,325,277
40501,74164.jpg,C,457,218,302,211
13477,79246.jpg,A,54,247,442,434
8331,59250.jpg,A,358,198,353,276
29771,31970.jpg,A,297,269,358,318
37529,41366.jpg,B,590,174,275,315
36566,38355.jpg,A,540,56,326,248
4677,24495.jpg,A,7,8,723,712
23894,17340.jpg,C,373,141,371,371
17744,29920.jpg,B,472,117,509,533
18801,83886.jpg,B,459,261,493,380
4086,87606.jpg,B,3,6,928,674
31369,78097.jpg,C,425,194,266,209
10478,47066.jpg,A,433,363,258,257
15902,24079.jpg,A,466,36,435,505
31814,80842.jpg,A,258,183,369,316
1,77679.jpg,A,310,73,569,520
36832,91613.jpg,B,568,103,344,276
9729,54786.jpg,A,430,263,303,222
39211,05615.jpg,A,231,210,560,476
40883,51523.jpg,C,474,306,250,222
43152,26200.jpg,A,460,181,338,262
19497,22371.jpg,A,356,176,568,454
34346,10352.jpg,B,155,98,782,566
40931,43224.jpg,A,492,489,211,211
32932,39645.jpg,A,374,389,259,227
23144,15807.jpg,B,297,78,437,356
42822,37025.jpg,B,489,207,289,289
31187,90753.jpg,B,349,334,293,335
21520,63578.jpg,A,471,53,393,329
283,66866.jpg,A,194,155,502,538
24390,93319.jpg,B,531,180,308,369
14280,61434.jpg,A,5,149,569,410
43810,12589.jpg,B,461,465,293,242
1822,39560.jpg,A,323,107,534,541
5190,62237.jpg,A,12,8,813,708
65,50577.jpg,A,155,164,527,478
43817,03376.jpg,B,396,294,369,298
20974,81068.jpg,C,528,223,371,296
31246,57740.jpg,B,394,149,261,271
1992,97630.jpg,B,272,141,528,473
21548,72279.jpg,A,443,59,490,326
27139,15327.jpg,A,314,78,454,368
19205,99342.jpg,A,493,109,491,414
25280,21722.jpg,A,452,228,329,386
1074,44364.jpg,A,239,238,416,397
10664,90073.jpg,C,347,193,348,269
30946,81127.jpg,B,586,75,401,259
5606,37348.jpg,C,5,8,744,712
20735,61732.jpg,A,559,183,362,298
7188,70732.jpg,B,385,37,701,601
40146,52746.jpg,A,315,43,507,401
36305,71701.jpg,B,461,133,307,300
44573,11240.jpg,A,481,230,340,286
23106,53299.jpg,A,246,180,469,345
26017,55992.jpg,C,406,168,331,264
36716,45669.jpg,B,518,286,344,252
18051,93539.jpg,B,429,201,449,378
44784,91891.jpg,A,491,290,316,279
5101,64728.jpg,A,4,8,665,712
4213,06110.jpg,B,19,8,767,712
9292,19962.jpg,A,450,293,275,234
13501,98547.jpg,A,24,59,404,420
18885,74119.jpg,A,454,199,434,424
5,79158.jpg,A,262,96,533,537
6865,76390.jpg,A,410,11,709,620
44929,47525.jpg,A,434,356,359,354
18418,03364.jpg,A,442,234,494,409
23381,60820.jpg,A,194,74,468,375
25934,23931.jpg,A,358,90,465,332
38625,67865.jpg,B,297,371,443,338
21615,54608.jpg,A,435,42,501,379
28438,34197.jpg,B,345,240,319,384
41116,93513.jpg,C,450,152,294,228
8429,83245.jpg,A,447,379,322,261
42621,30746.jpg,A,451,173,349,258
44143,30588.jpg,A,414,409,304,267
41766,71787.jpg,B,469,25,335,272
25205,19612.jpg,A,520,164,403,411
30407,91393.jpg,A,456,312,378,251
11260,04070.jpg,A,400,220,322,265
36502,17076.jpg,A,502,135,410,281
37592,55900.jpg,B,505,284,364,233
44690,85046.jpg,A,460,274,362,291
8533,66264.jpg,C,467,193,300,253
7731,82866.jpg,B,500,255,322,271
28253,25674.jpg,C,332,106,523,468
36853,02218.jpg,A,558,104,316,235
18231,13022.jpg,A,491,58,479,354
5451,12039.jpg,C,8,1,682,712
25478,04088.jpg,B,378,124,415,459
35473,68618.jpg,A,253,60,668,621
38910,99304.jpg,A,448,60,319,248
21074,82168.jpg,C,480,97,445,328
3073,33589.jpg,A,25,5,691,715
4706,93124.jpg,B,7,3,669,660
8006,58805.jpg,A,463,204,489,278
5530,19847.jpg,B,22,3,768,717
22663,97447.jpg,A,277,160,371,296
34737,40304.jpg,A,163,61,798,607
44211,87728.jpg,A,459,180,334,276
13486,41241.jpg,C,23,210,491,428
14543,68812.jpg,C,49,125,582,427
12431,51234.jpg,B,130,299,364,286
21197,53992.jpg,B,434,104,445,335
15026,13876.jpg,B,27,179,486,460
29035,88865.jpg,C,235,163,478,348
7730,53708.jpg,B,501,145,326,313
8608,84670.jpg,A,397,211,334,272
23630,71047.jpg,A,226,153,467,367
7732,90397.jpg,B,539,125,380,273
7223,96057.jpg,B,466,54,671,598
2981,17565.jpg,B,25,5,820,715
35835,24169.jpg,A,204,0,774,720
29250,12950.jpg,C,270,62,412,366
28803,81220.jpg,A,234,150,449,361
12280,36067.jpg,B,170,285,353,269
16654,54345.jpg,A,561,160,487,526
3342,91495.jpg,C,17,7,927,713
38253,78994.jpg,B,415,229,374,299
40005,43654.jpg,A,184,27,668,516
18518,92492.jpg,A,485,151,431,423
32005,45472.jpg,A,244,32,453,442
30252,63686.jpg,A,290,408,410,297
1547,73884.jpg,A,232,88,528,578
31745,10871.jpg,A,375,167,241,210
32713,29797.jpg,A,402,402,239,268
687,88939.jpg,B,342,107,542,550
2423,75429.jpg,A,17,147,476,464
36458,82504.jpg,A,496,203,372,294
16601,84059.jpg,A,489,174,424,474
33616,42040.jpg,B,382,298,304,257
1439,01118.jpg,A,171,36,671,612
678,68902.jpg,A,200,70,529,505
20777,47468.jpg,A,568,389,351,330
3278,23142.jpg,C,77,51,757,669
5965,10937.jpg,A,34,10,841,710
26254,66826.jpg,B,382,288,331,239
25398,50194.jpg,B,104,176,384,479
18037,69560.jpg,A,412,162,483,378
17911,60405.jpg,B,465,42,446,567
34735,69501.jpg,A,270,34,647,671
1709,54888.jpg,A,81,98,538,449
31559,06235.jpg,C,441,49,303,229
31028,93549.jpg,A,398,225,282,285
15780,83726.jpg,C,500,124,398,449
12895,81590.jpg,A,18,201,483,398
23431,56305.jpg,A,230,79,504,348
42238,35866.jpg,A,475,219,280,243
23046,59324.jpg,A,282,100,510,375
8108,79088.jpg,C,472,251,347,253
23707,76450.jpg,A,333,30,442,390
31874,52721.jpg,A,301,49,333,323
36345,74932.jpg,B,447,199,327,324
5145,07690.jpg,A,3,9,656,711
44250,69193.jpg,A,458,417,290,229
34411,37389.jpg,A,278,10,695,552
40893,24804.jpg,A,478,183,276,234
41113,89878.jpg,A,500,3,283,276
28499,43043.jpg,B,338,177,414,363
24797,54525.jpg,C,380,171,315,361
7965,65606.jpg,A,429,154,411,317
23016,11353.jpg,A,295,148,426,351
42942,20697.jpg,B,467,183,316,250
13900,33494.jpg,A,82,59,440,449
1465,99527.jpg,C,231,19,662,586
1545,59800.jpg,B,127,77,601,612
12809,64534.jpg,A,2,215,476,357
2753,46725.jpg,A,62,284,373,359
30818,09933.jpg,B,509,206,367,246
40432,47940.jpg,A,357,13,517,431
5297,97609.jpg,C,10,8,756,677
28274,58179.jpg,A,312,278,474,351
44839,95870.jpg,A,487,299,307,259
7980,57830.jpg,C,472,146,362,321
11443,78782.jpg,B,412,232,298,264
5559,81367.jpg,B,3,6,673,714
6617,92329.jpg,A,350,155,450,472
12229,50126.jpg,C,122,199,426,339
6049,77585.jpg,A,149,14,770,706
6729,67821.jpg,B,463,19,723,629
1310,22117.jpg,B,193,119,587,453
44804,22396.jpg,C,494,243,339,271
35324,85387.jpg,A,222,51,629,669
10356,58388.jpg,A,461,180,278,229
6014,43362.jpg,A,51,4,947,716
27020,36847.jpg,B,307,302,500,386
35228,15998.jpg,A,177,14,698,706
7050,28057.jpg,B,498,8,632,673
9142,45718.jpg,A,408,292,285,279
41046,63883.jpg,A,492,175,263,257
15799,94242.jpg,A,675,284,498,419
19016,84598.jpg,B,483,231,503,348
305,04607.jpg,A,221,217,465,429
15421,38368.jpg,A,361,86,552,634
44458,90901.jpg,A,496,263,265,283
38303,20677.jpg,A,345,228,457,238
18016,96175.jpg,A,542,264,370,370
22670,76703.jpg,C,274,158,416,330
18131,25179.jpg,A,397,18,502,394
29528,87845.jpg,B,258,192,453,375
41458,04366.jpg,A,485,290,273,250
7855,09882.jpg,C,457,266,363,296
23121,77122.jpg,B,215,124,457,376
9436,16182.jpg,A,402,331,289,233
39374,76631.jpg,A,337,14,503,516
17335,22282.jpg,A,646,299,387,393
9322,07112.jpg,C,436,208,315,265
31592,24734.jpg,A,504,142,179,243
29643,77007.jpg,A,195,247,416,350
22060,59431.jpg,A,423,113,441,326
28548,31269.jpg,A,318,187,358,345
8716,76291.jpg,A,423,269,317,221
522,99754.jpg,A,208,119,573,585
1118,29197.jpg,A,125,146,527,506
7884,44210.jpg,A,390,250,436,413
26977,14432.jpg,A,291,280,481,350
9735,82114.jpg,A,419,310,289,232
24074,26660.jpg,B,664,131,353,458
8954,92381.jpg,A,435,438,311,235
29612,67435.jpg,A,308,311,351,316
27307,82290.jpg,C,290,268,482,405
14180,96961.jpg,A,52,84,586,404
11208,59777.jpg,A,353,191,378,290
37802,90232.jpg,A,595,168,261,302
42430,08282.jpg,A,428,149,338,280
43828,63196.jpg,A,420,180,343,301
30455,50254.jpg,A,413,378,391,300
34150,51102.jpg,A,260,50,665,608
24497,86379.jpg,B,687,142,387,401
3108,86707.jpg,C,80,3,854,717
33688,25077.jpg,B,416,287,257,259
9121,59366.jpg,B,387,217,342,250
23057,90065.jpg,C,308,30,435,415
9127,67137.jpg,A,437,422,240,251
18449,25994.jpg,A,464,52,457,378
10382,28482.jpg,A,445,386,271,232
25221,33098.jpg,A,389,141,340,398
36939,36110.jpg,A,556,144,347,250
35750,40053.jpg,A,161,44,746,646
20827,31961.jpg,A,577,294,361,313
8858,97275.jpg,A,420,310,302,266
44887,33985.jpg,A,485,298,329,251
13538,99699.jpg,B,90,192,468,451
13158,44187.jpg,B,91,150,468,355
42696,45487.jpg,B,470,221,299,236
38280,17456.jpg,C,432,121,303,391
13128,13141.jpg,A,107,110,396,389
43652,57199.jpg,B,471,385,296,254
9039,40627.jpg,A,415,310,302,245
42932,77734.jpg,B,462,239,323,261
1469,50278.jpg,B,162,73,610,519
37945,28616.jpg,B,539,163,356,301
37904,29445.jpg,A,575,86,317,259
27540,22859.jpg,A,232,277,542,371
6753,56441.jpg,C,443,0,640,720
44349,54750.jpg,A,469,309,318,264
30832,61581.jpg,B,511,108,420,311
8462,04573.jpg,A,368,281,323,245
44132,75927.jpg,A,377,263,376,311
41223,92707.jpg,A,524,112,291,210
17896,21009.jpg,B,549,77,585,474
40362,50400.jpg,A,175,216,568,400
35874,53576.jpg,A,73,19,825,625
42983,46907.jpg,A,479,215,287,258
10038,98492.jpg,A,406,301,274,244
41593,17672.jpg,B,468,67,330,276
30580,28733.jpg,A,362,349,408,300
30134,26447.jpg,C,532,205,371,278
29012,28151.jpg,A,232,138,451,362
17119,75476.jpg,B,529,234,473,378
28729,31713.jpg,A,267,32,377,326
357,55442.jpg,A,344,39,648,592
35387,26892.jpg,B,242,29,628,596
837,81048.jpg,A,339,70,506,501
40547,58832.jpg,A,482,188,268,224
10901,97956.jpg,A,378,396,317,237
10325,57380.jpg,A,457,200,314,274
27468,88136.jpg,A,211,22,583,465
21113,44067.jpg,A,440,22,397,316
9517,57946.jpg,C,426,391,265,227
7544,60413.jpg,B,516,198,326,286
7703,62855.jpg,A,472,260,355,283
42476,52358.jpg,A,462,302,315,247
2862,62949.jpg,A,291,119,408,460
23186,59945.jpg,A,298,96,440,365
6552,33542.jpg,A,394,92,499,624
12812,55461.jpg,A,6,35,424,411
25596,90889.jpg,A,456,157,342,387
44677,05421.jpg,A,489,285,289,237
43584,87998.jpg,B,471,270,398,325
42321,37234.jpg,A,478,293,283,241
4053,31349.jpg,A,7,8,841,712
32651,90716.jpg,A,377,238,270,238
12461,75554.jpg,B,180,275,361,303
41330,90394.jpg,A,500,281,236,221
24989,95608.jpg,B,528,144,315,337
36300,47019.jpg,B,462,142,317,301
22177,36763.jpg,A,465,165,396,348
7412,29064.jpg,A,481,32,594,665
16018,37855.jpg,A,628,220,390,477
25838,01196.jpg,A,370,22,426,349
7664,33941.jpg,B,474,200,398,274
44138,41074.jpg,A,404,322,369,295
9194,88193.jpg,A,442,225,254,315
16751,28621.jpg,A,486,27,519,540
33897,56909.jpg,B,351,191,372,276
30684,98687.jpg,A,552,105,376,205
40079,39162.jpg,A,251,223,536,387
35077,38032.jpg,A,224,2,746,647
7636,84973.jpg,B,484,112,371,418
13893,15828.jpg,C,29,94,481,411
16816,57795.jpg,C,518,102,412,554
14292,00683.jpg,A,0,93,596,461
17057,25660.jpg,B,430,56,420,499
39673,35530.jpg,A,272,202,475,518
39976,78781.jpg,B,216,27,612,500
16519,38126.jpg,A,584,166,444,546
42556,97147.jpg,A,464,229,273,246
39971,22278.jpg,C,197,85,660,512
9944,88126.jpg,A,450,243,278,252
33985,27389.jpg,B,365,194,305,311
11414,63934.jpg,A,414,189,289,256
11178,39060.jpg,A,377,252,340,280
16260,35057.jpg,A,468,23,471,563
23478,59040.jpg,C,306,84,424,398
37820,89996.jpg,A,565,232,294,279
2582,48861.jpg,A,108,221,426,499
3416,55911.jpg,A,7,10,779,710
1820,23232.jpg,A,117,69,575,523
35321,57624.jpg,A,151,34,748,588
10037,47343.jpg,A,407,328,320,267
31744,57800.jpg,A,397,199,301,224
8420,90951.jpg,B,382,297,281,235
7661,80773.jpg,A,490,231,349,270
20513,49844.jpg,B,506,57,434,382
32202,27800.jpg,A,237,77,514,377
32947,22239.jpg,A,417,418,239,232
32564,81244.jpg,A,411,410,237,244
573,31304.jpg,B,273,129,502,516
7508,88983.jpg,A,504,195,342,275
9132,43152.jpg,C,382,373,338,270
12931,68777.jpg,A,24,212,495,338
2685,22388.jpg,A,88,299,358,366
24048,76269.jpg,B,483,155,362,455
4034,44710.jpg,B,6,6,818,714
10111,62772.jpg,A,419,235,318,245
22198,08901.jpg,A,504,152,423,337
43611,76906.jpg,B,516,320,353,274
39502,47763.jpg,A,291,50,528,475
40375,59694.jpg,A,387,129,425,458
33603,26587.jpg,A,421,266,201,282
6451,16085.jpg,A,292,242,440,478
20243,40438.jpg,A,519,283,513,391
21680,28832.jpg,C,479,36,468,363
35033,31412.jpg,A,116,4,850,665
9361,82689.jpg,C,393,233,231,295
43068,71496.jpg,A,371,269,375,313
10841,93971.jpg,A,409,389,327,244
39901,05387.jpg,A,316,55,538,598
10472,03166.jpg,A,417,401,307,253
40365,92657.jpg,A,279,47,497,396
43481,37397.jpg,A,513,127,418,420
41675,71630.jpg,B,474,224,270,242
2165,97048.jpg,A,135,74,512,534
44855,39586.jpg,B,516,188,314,311
38790,46753.jpg,B,417,89,348,273
33631,38926.jpg,A,408,306,204,285
11056,19309.jpg,A,346,224,358,281
39361,82270.jpg,A,319,200,535,441
37381,79987.jpg,B,514,85,299,260
42188,92472.jpg,A,510,229,247,221
43051,99576.jpg,A,465,171,344,238
16083,47326.jpg,A,553,113,372,431
28525,71186.jpg,A,288,116,451,325
25177,26830.jpg,A,345,138,475,432
11854,85413.jpg,A,142,182,373,323
11085,97112.jpg,A,381,196,347,287
33888,59423.jpg,A,379,292,307,297
13034,61555.jpg,C,15,113,462,426
25016,75259.jpg,B,739,166,355,403
30421,53364.jpg,A,452,191,403,275
36585,01874.jpg,A,541,443,273,221
38208,70369.jpg,A,589,77,308,326
16991,89635.jpg,C,496,107,447,549
40208,28624.jpg,A,315,173,505,392
2008,04126.jpg,B,241,188,476,474
40569,12116.jpg,A,493,85,258,267
39365,35820.jpg,A,354,94,462,365
23384,93843.jpg,C,332,48,364,367
20387,65455.jpg,A,519,43,403,422
44629,38928.jpg,A,502,198,318,305
30552,78527.jpg,A,577,73,391,262
3300,41460.jpg,A,93,3,829,717
37222,83745.jpg,B,534,67,380,324
17921,72648.jpg,B,520,71,413,598
21328,73485.jpg,C,455,14,468,361
34028,88486.jpg,B,383,256,335,300
20667,53892.jpg,A,509,84,420,334
11232,51319.jpg,A,444,272,252,262
29282,23547.jpg,A,247,81,423,309
40356,78178.jpg,A,231,126,525,388
833,81695.jpg,A,274,73,606,530
2327,28107.jpg,B,210,66,442,520
26490,64068.jpg,A,359,59,470,288
24134,81816.jpg,B,775,111,429,412
14045,56067.jpg,B,60,163,461,394
33934,10293.jpg,A,416,125,303,317
38463,08304.jpg,A,424,138,343,298
9018,24153.jpg,A,370,373,364,259
4956,66554.jpg,A,6,9,837,711
43458,87338.jpg,A,463,261,371,284
26764,88353.jpg,A,357,84,397,327
42641,74751.jpg,B,432,193,343,277
13712,76523.jpg,C,40,105,454,421
42131,36363.jpg,A,487,263,283,216
6282,50244.jpg,A,514,39,515,541
13684,68059.jpg,A,38,212,421,370
19014,37345.jpg,A,473,235,493,457
40028,84863.jpg,A,306,57,545,575
17779,40629.jpg,B,495,13,473,628
18401,84173.jpg,A,402,204,466,380
6206,69776.jpg,A,248,203,457,517
22379,78075.jpg,A,445,261,439,275
6082,43560.jpg,A,371,160,447,546
19990,48239.jpg,A,491,293,501,391
13514,91865.jpg,C,85,79,490,417
43961,89926.jpg,A,452,260,347,295
10908,78785.jpg,C,391,421,296,234
9375,79593.jpg,A,423,424,277,237
11765,96927.jpg,B,174,259,351,292
44491,96210.jpg,A,529,294,317,237
40693,98865.jpg,A,496,297,272,220
37494,94838.jpg,A,606,125,287,332
29703,61080.jpg,A,267,268,381,309
41838,08886.jpg,B,468,24,351,244
4750,00698.jpg,A,11,8,799,654
30152,69787.jpg,A,450,311,357,260
41282,25230.jpg,A,500,185,228,248
4423,03226.jpg,B,9,1,734,693
42492,70176.jpg,B,479,351,279,234
24879,37443.jpg,A,599,180,440,387
7509,19991.jpg,C,407,214,399,259
31593,45383.jpg,A,452,134,303,220
30937,11815.jpg,B,522,89,453,245
28045,82328.jpg,A,334,222,411,356
37152,92689.jpg,B,565,160,299,306
10759,49886.jpg,A,461,180,294,231
21043,81534.jpg,A,453,202,355,335
39080,21677.jpg,A,156,42,652,466
12051,63940.jpg,B,151,242,401,265
24836,29977.jpg,B,623,174,440,368
33817,10747.jpg,A,351,221,302,275
21962,00026.jpg,B,486,189,501,383
7456,23340.jpg,A,303,66,652,590
26202,96578.jpg,A,464,239,324,261
15261,70256.jpg,A,385,61,689,540
27191,02041.jpg,A,359,170,469,407
22778,06218.jpg,A,276,134,441,330
15605,02557.jpg,A,350,74,455,596
35252,50109.jpg,A,102,7,789,639
